filename,recording,site,device,year,month,day,hour,min,species,birdcode,commonname,songtype,x1,x2,y1,y2,score,vote,type
s2llg002_170422_2017-04-23_06-40.wav,s2l02_170422_028260053_1700-2017-04-23_06-40.flac,s2llg002_170422,lg,2017,4,23,6,40,Callipepla californica,CAQU,California Quail,Simple Call,45.7200907029478,46.08,1119.7265625,2153.3203125,0.411211652355979,present,Expert
s2llg004_170613_2017-06-15_06-10.wav,s2l04_170613_pepperwood_1700-2017-06-15_06-10.flac,s2llg004_170613,lg,2017,6,15,6,10,Callipepla californica,CAQU,California Quail,Simple Call,9.6885260770975,10.0484353741497,1119.7265625,2153.3203125,0.420318618895118,present,Expert
s2llg007_180502_2018-05-07_05-50.wav,s2l07_180502_pepperwood_1300-2018-05-07_05-50.flac,s2llg007_180502,lg,2018,5,7,5,50,Callipepla californica,CAQU,California Quail,Simple Call,39.1836734693878,39.5435827664399,1119.7265625,2153.3203125,0.424459409223934,present,Expert
s2llg005_180414_2018-04-15_08-40.wav,S2L05_18014_pepperwood_500-2018-04-15_08-40.flac,s2llg005_180414,lg,2018,4,15,8,40,Callipepla californica,CAQU,California Quail,Simple Call,8.38820861678004,8.7481179138322,1119.7265625,2153.3203125,0.427028397853657,present,Expert
s2llg006_170430_2017-05-02_08-20.wav,s2l06_170430_pepperwood_1432-2017-05-02_08-20.flac,s2llg006_170430,lg,2017,5,2,8,20,Callipepla californica,CAQU,California Quail,Simple Call,38.0749206349206,38.4348299319728,1119.7265625,2153.3203125,0.43647746996327,present,Expert
s2llg004_170613_2017-06-15_06-00.wav,s2l04_170613_pepperwood_1700-2017-06-15_06-00.flac,s2llg004_170613,lg,2017,6,15,6,0,Callipepla californica,CAQU,California Quail,Simple Call,14.0712925170068,14.431201814059,1119.7265625,2153.3203125,0.447965508622198,present,Expert
s2llg005_180414_2018-04-15_08-50.wav,S2L05_18014_pepperwood_500-2018-04-15_08-50.flac,s2llg005_180414,lg,2018,4,15,8,50,Callipepla californica,CAQU,California Quail,Simple Call,17.1189115646259,17.478820861678,1119.7265625,2153.3203125,0.450016679814468,present,Expert
s2llg008_180425_2018-04-26_08-40.wav,s2l08_180425_sebastopol_CADFW_99-2018-04-26_08-40.flac,s2llg008_180425,lg,2018,4,26,8,40,Callipepla californica,CAQU,California Quail,Simple Call,27.1847619047619,27.5446712018141,1119.7265625,2153.3203125,0.466299899817534,present,Expert
s2lam018_180612_2018-06-15_07-40.wav,s2lam18_180612_liveoaks-2018-06-15_07-40.flac,s2lam018_180612,am,2018,6,15,7,40,Callipepla californica,CAQU,California Quail,Simple Call,19.4176870748299,19.7775963718821,1119.7265625,2153.3203125,0.496974959796481,present,Expert
s2llg006_180502_2018-05-08_07-40.wav,s2l06_180502_pepperwood_1422-2018-05-08_07-40.flac,s2llg006_180502,lg,2018,5,8,7,40,Callipepla californica,CAQU,California Quail,Simple Call,45.6214058956916,45.9813151927438,1119.7265625,2153.3203125,0.498531343859498,present,Expert
s2llg001_180502_2018-05-03_05-50.wav,s2l01_180502_pepperwood_500-2018-05-03_05-50.flac,s2llg001_180502,lg,2018,5,3,5,50,Callipepla californica,CAQU,California Quail,Simple Call,47.8156916099773,48.1756009070295,1119.7265625,2153.3203125,0.512886599718532,present,Expert
s2llg006_180502_2018-05-05_08-50.wav,s2l06_180502_pepperwood_1422-2018-05-05_08-50.flac,s2llg006_180502,lg,2018,5,5,8,50,Callipepla californica,CAQU,California Quail,Simple Call,33.0536054421769,33.413514739229,1119.7265625,2153.3203125,0.514078885398706,present,Expert
s2llg005_170430_2017-05-01_07-10.wav,s2l05_170430_pepperwood_1412-2017-05-01_07-10.flac,s2llg005_170430,lg,2017,5,1,7,10,Callipepla californica,CAQU,California Quail,Simple Call,26.9757823129252,27.3356916099773,1119.7265625,2153.3203125,0.538080327813667,present,Expert
s2lam055_190611_2019-06-12_05-30.wav,s2lam55_190611_pitkinmarsh-2019-06-12_05-30.flac,s2lam055_190611,am,2019,6,12,5,30,Callipepla californica,CAQU,California Quail,Simple Call,54.8906666666667,55.2053333333333,1218.75,2156.25,0.421514993222225,present,Expert
s2lam040_190524_2019-05-25_08-00.wav,s2lam40_190524_tolaylakerp-2019-05-25_08-00.flac,s2lam040_190524,am,2019,5,25,8,0,Callipepla californica,CAQU,California Quail,Simple Call,3.75466666666667,4.06933333333333,1218.75,2156.25,0.511226745793486,present,Expert
s2lam051_190511_2019-05-14_08-10.wav,s2lam51_190511_lapaz-2019-05-14_08-10.flac,s2lam051_190511,am,2019,5,14,8,10,Callipepla californica,CAQU,California Quail,Simple Call,30.9973333333333,31.312,1218.75,2156.25,0.463222367286096,present,Expert
s2lam077_190627_2019-06-28_09-20.wav,s2lam77_190627_061040062-2019-06-28_09-20.flac,s2lam077_190627,am,2019,6,28,9,20,Callipepla californica,CAQU,California Quail,Simple Call,24.9813333333333,25.296,1218.75,2156.25,0.506080805421447,present,Expert
s2lam061_190614_2019-06-16_07-00.wav,s2lam61_190614_068050025-2019-06-16_07-00.flac,s2lam061_190614,am,2019,6,16,7,0,Callipepla californica,CAQU,California Quail,Simple Call,3.952,4.26666666666667,1218.75,2156.25,0.411767566886862,present,Expert
s2lam054_190602_2019-06-03_05-50.wav,s2lam54_190602_buckeye-2019-06-03_05-50.flac,s2lam054_190602,am,2019,6,3,5,50,Callipepla californica,CAQU,California Quail,Simple Call,12.9013333333333,13.216,1218.75,2156.25,0.610103393210396,present,Expert
s2lam053_190610_2019-06-12_07-10.wav,s2lam53_190610_bearcanyon-2019-06-12_07-10.flac,s2lam053_190610,am,2019,6,12,7,10,Callipepla californica,CAQU,California Quail,Simple Call,35.088,35.4026666666667,1218.75,2156.25,0.538617434979086,present,Expert
s2lam061_190528_2019-05-29_06-11.wav,s2lam61_190528_022060020-2019-05-29_06-11.flac,s2lam061_190528,am,2019,5,29,6,11,Callipepla californica,CAQU,California Quail,Simple Call,39.2533333333333,39.568,1218.75,2156.25,0.417014056094004,present,Expert
s2lam061_190528_2019-06-01_06-51.wav,s2lam61_190528_022060020-2019-06-01_06-51.flac,s2lam061_190528,am,2019,6,1,6,51,Callipepla californica,CAQU,California Quail,Simple Call,53.408,53.7226666666667,1218.75,2156.25,0.504225640427941,present,Expert
s2lam051_190621_2019-06-23_07-40.wav,s2lam51_190621_sugarloaf-2019-06-23_07-40.flac,s2lam051_190621,am,2019,6,23,7,40,Callipepla californica,CAQU,California Quail,Simple Call,51.2373333333333,51.552,1218.75,2156.25,0.458544484283996,present,Expert
s2lam061_190614_2019-06-15_08-10.wav,s2lam61_190614_068050025-2019-06-15_08-10.flac,s2lam061_190614,am,2019,6,15,8,10,Callipepla californica,CAQU,California Quail,Simple Call,19.3386666666667,19.6533333333333,1218.75,2156.25,0.438112809001853,present,Expert
s2lam052_190621_2019-06-24_09-20.wav,s2lam52_190621_annadel-2019-06-24_09-20.flac,s2lam052_190621,am,2019,6,24,9,20,Callipepla californica,CAQU,California Quail,Simple Call,37.1626666666667,37.4773333333333,1218.75,2156.25,0.556352049071578,present,Expert
s2lam077_190627_2019-06-30_07-00.wav,s2lam77_190627_061040062-2019-06-30_07-00.flac,s2lam077_190627,am,2019,6,30,7,0,Callipepla californica,CAQU,California Quail,Simple Call,15.5573333333333,15.872,1218.75,2156.25,0.481430595699357,present,Expert
s2lam027_190421_2019-04-26_12-20.wav,s2lam27_190421_jacklondon-2019-04-26_12-20.flac,s2lam027_190421,am,2019,4,26,12,20,Junco hyemalis,DEJU,Dark-eyed Junco,Mechanical Song,32.8562358276644,34.8879818594104,2325.5859375,5512.5,0.280344965424731,present,Expert
s2lam045_190527_2019-05-27_10-00.wav,s2lam45_190527_053060010-2019-05-27_10-00.flac,s2lam045_190527,am,2019,5,27,10,0,Junco hyemalis,DEJU,Dark-eyed Junco,Mechanical Song,6.16489795918367,8.1966439909297,2325.5859375,5512.5,0.281284997258798,present,Expert
s2llg003_180502_2018-05-07_12-10.wav,s2l03_180502_pepperwood_1421-2018-05-07_12-10.flac,s2llg003_180502,lg,2018,5,7,12,10,Junco hyemalis,DEJU,Dark-eyed Junco,Mechanical Song,2.79219954648526,4.82394557823129,2325.5859375,5512.5,0.28292225943787,present,Expert
s2llg001_180502_2018-05-08_06-00.wav,s2l01_180502_pepperwood_500-2018-05-08_06-00.flac,s2llg001_180502,lg,2018,5,8,6,0,Junco hyemalis,DEJU,Dark-eyed Junco,Mechanical Song,48.8083446712018,50.8400907029478,2325.5859375,5512.5,0.283689397533674,present,Expert
